,dia1,dia2,radius1,radius2,radius3,radius4,radius5,distance1,distance2,distance3,distance4,distance5,distance6,distance7,distance8,distance9,judgement
795,9.93,10.06,24.81,31.06,30.11,6.07,20.08,65.75,21.84,35.99,99.76,124.79,180.79,38.11,14.71,22.1,1
796,10.03,9.99,25.05,31.19,29.86,5.91,20.03,66.45,22.26,35.76,100.16,124.81,179.36,38.11,14.84,21.8,1
797,10.06,10.09,24.84,31.05,29.95,6.05,19.92,65.64,22.02,36.19,100.42,124.92,180.2,38.26,15.24,21.82,1
798,11.16,10.14,25.99,31.93,31.09,6.57,20.43,64.94,23.68,37.61,101.04,126.29,180.96,38.53,16.37,22.9,0
799,8.97,9.44,24.24,32.19,29.27,5.71,18.81,66.64,23.15,36.07,100.39,123.95,179.63,37.66,15.91,22.72,0
800,10.6,10.84,24.93,29.87,30.8,6.13,20.25,66.56,21.66,35.32,99.62,125.42,178.84,38.97,14.77,23.09,1
801,10.62,11.17,26.82,32.67,30.89,6.79,20.92,64.31,23.9,36.93,101.11,126.57,181.73,39.98,16.11,23.32,0
802,9.97,10.02,25.0,30.91,29.95,5.93,20.19,66.39,21.71,35.83,100.22,124.59,179.28,38.17,15.05,22.14,1
803,9.97,10.06,25.16,30.91,29.92,5.99,20.16,65.73,21.76,35.88,99.99,125.36,179.74,38.17,15.1,22.06,1
804,9.95,9.93,25.17,30.84,30.01,6.06,20.0,66.2,21.78,36.02,100.36,125.14,179.62,38.03,14.83,21.91,1
805,8.73,9.14,23.8,30.43,28.84,5.4,19.22,64.11,21.41,34.31,98.91,123.86,178.48,37.4,14.31,20.66,0
806,10.02,9.34,24.26,31.69,30.12,6.74,19.73,66.8,21.24,35.81,99.09,124.85,178.71,37.93,14.94,21.98,0
807,10.06,9.97,25.11,30.95,30.13,5.93,20.07,66.34,21.71,35.96,100.16,125.34,179.95,37.75,15.07,21.77,1
808,10.08,9.95,25.08,30.97,29.89,5.95,20.18,66.32,21.86,35.94,100.09,124.64,180.34,37.83,15.26,21.95,1
809,8.99,9.01,24.2,29.96,28.09,4.56,18.85,64.36,20.51,34.04,98.41,124.41,178.91,36.74,13.5,20.2,0
810,10.01,10.06,25.15,30.96,29.9,6.08,19.99,65.86,21.88,36.2,99.65,125.32,179.77,37.94,15.14,22.1,1
811,10.09,9.95,24.86,31.07,29.98,6.01,20.07,65.63,22.12,35.72,99.97,124.96,179.37,38.11,14.89,21.72,1
812,10.18,8.52,24.11,29.62,30.94,5.08,19.13,65.9,23.2,36.12,98.96,125.5,179.96,37.75,14.08,21.66,1
813,9.98,9.92,25.06,30.93,29.84,5.96,19.91,66.56,22.17,36.03,99.51,125.09,179.31,38.16,15.0,22.16,1
814,9.23,10.82,24.55,32.23,30.45,5.25,20.95,65.46,22.93,35.45,98.79,125.85,179.68,37.69,14.33,21.83,0
815,10.33,11.03,26.66,32.82,31.15,7.02,20.97,65.45,23.72,37.05,101.04,125.62,181.29,40.67,15.8,23.54,0
816,9.92,10.05,24.9,30.83,29.93,5.91,19.8,65.92,22.03,35.98,99.66,124.55,180.63,37.77,15.0,21.76,1
817,10.09,10.07,24.83,31.17,29.85,5.93,19.84,66.48,21.97,35.74,99.98,124.71,180.13,38.12,15.09,22.06,1
818,9.99,9.92,24.91,31.05,30.12,5.94,20.19,66.22,22.01,35.81,100.11,125.26,179.42,37.81,15.14,21.96,1
819,10.58,10.67,25.68,30.13,29.41,4.96,20.72,67.05,21.46,35.49,100.78,123.79,181.68,37.82,14.24,21.1,1
820,10.74,10.87,24.74,29.52,30.39,6.48,19.84,65.62,20.87,35.09,100.33,123.55,178.56,36.84,14.62,23.1,0
821,10.04,10.1,24.94,31.04,30.05,6.03,19.83,66.23,21.93,35.81,100.38,124.86,180.05,38.1,15.04,21.72,1
822,9.95,10.01,24.93,31.09,30.02,5.96,19.95,66.46,21.97,36.02,99.63,125.04,179.64,38.2,14.85,22.05,1
823,9.84,8.63,25.51,29.5,29.91,7.01,18.92,64.62,21.0,36.1,99.13,123.76,180.82,38.76,15.03,21.59,0
824,10.08,10.01,25.02,30.83,29.82,5.97,19.85,66.22,21.72,36.13,100.01,124.76,179.6,37.99,15.03,21.99,1
825,9.91,9.91,24.91,31.1,29.98,6.07,20.0,65.64,22.18,36.24,99.76,125.06,180.2,38.2,14.94,21.85,1
826,10.79,8.52,25.84,31.72,30.89,4.98,19.18,66.07,20.98,35.52,98.55,123.78,179.48,38.03,14.38,22.85,1
827,9.93,10.06,24.93,31.01,30.15,5.95,20.1,65.93,21.96,36.12,100.14,124.56,180.33,37.77,15.21,21.74,1
828,10.02,9.93,25.04,31.01,30.15,6.01,20.09,66.17,21.77,35.87,100.19,125.38,179.85,37.96,14.92,21.91,1
829,9.99,10.06,25.07,30.87,29.9,5.91,20.08,65.79,22.29,36.29,100.31,124.54,179.31,37.81,14.87,21.72,1
830,10.66,10.34,26.17,31.7,30.51,6.76,20.86,65.2,23.6,36.75,101.97,125.96,181.54,40.27,16.19,23.05,0
831,10.08,10.03,24.84,30.93,29.82,6.04,19.81,66.35,21.81,35.71,99.99,124.87,179.91,37.79,15.02,22.11,1
832,10.08,9.98,24.84,31.16,30.12,6.03,20.18,65.8,22.0,35.79,99.88,125.38,180.46,37.74,14.7,21.83,1
833,9.96,10.03,24.96,31.18,29.82,5.97,19.92,66.62,21.74,35.84,99.52,125.13,179.64,37.99,14.74,21.96,1
834,9.91,9.91,25.12,31.06,30.01,5.95,20.15,66.07,22.22,35.71,99.74,124.65,179.27,38.23,15.13,22.07,1
835,11.12,10.11,26.48,32.93,30.58,6.41,21.04,64.11,24.0,37.36,101.23,126.73,181.31,40.16,15.34,22.62,0
836,10.68,10.65,25.99,32.2,29.48,6.84,19.79,65.96,21.09,36.12,101.15,125.87,179.42,39.04,15.19,21.36,1
837,10.05,9.9,25.03,30.93,30.18,5.96,19.94,65.95,21.82,35.87,100.09,125.04,179.79,38.11,14.76,22.23,1
838,8.1,9.4,24.0,30.49,29.64,4.12,19.16,65.16,21.09,34.73,98.19,123.61,178.73,36.67,14.34,21.32,0
839,10.44,9.24,24.68,30.65,29.02,5.28,19.66,64.93,20.73,37.01,100.83,125.32,181.52,36.87,14.71,23.07,0
840,10.01,9.91,25.0,30.94,30.15,6.03,20.08,66.37,22.19,35.91,99.51,124.79,179.47,38.22,15.19,21.81,1
841,11.04,10.97,25.38,31.66,31.19,6.7,20.91,64.46,23.21,37.98,101.34,125.61,181.76,39.9,16.13,23.97,0
842,9.37,8.43,23.8,30.56,28.37,5.84,18.96,65.25,21.53,35.69,99.43,124.3,178.11,36.16,14.14,20.08,0
843,9.09,8.64,25.99,30.0,29.35,5.41,20.67,65.04,21.43,36.94,100.88,124.45,178.36,37.92,13.71,22.32,0
844,10.1,9.96,24.9,31.12,29.94,5.91,19.88,65.82,21.74,35.81,100.45,125.1,179.98,37.84,14.96,21.98,1
845,9.94,10.07,25.12,30.97,30.17,5.95,20.15,66.31,22.07,35.79,99.55,124.53,179.92,38.07,15.12,22.16,1
846,10.04,9.93,24.96,31.03,30.01,5.95,19.87,65.65,21.88,36.14,100.07,124.78,180.0,38.19,15.0,22.14,1
847,10.27,11.06,25.67,32.45,30.82,7.27,20.93,65.16,23.35,37.05,100.86,125.59,181.53,40.22,16.39,23.98,0
848,10.05,9.95,24.85,30.87,29.93,5.98,19.88,66.1,22.28,36.06,99.56,125.33,180.7,38.06,15.05,22.25,1
849,9.96,9.9,25.1,31.15,30.08,6.06,19.96,65.66,22.0,35.77,99.94,124.6,179.57,37.84,14.85,21.87,1
850,10.08,10.07,25.07,30.89,30.18,5.95,20.03,65.88,22.08,36.02,99.96,124.51,180.32,37.86,14.79,22.03,1
851,9.55,10.05,24.84,30.43,28.82,5.55,20.67,66.32,22.15,36.8,98.93,126.06,179.3,36.73,15.07,22.02,0
852,10.01,10.0,25.2,31.18,29.86,6.01,19.94,66.23,22.02,36.06,100.32,125.01,180.13,37.83,15.08,22.01,1
853,10.45,10.72,26.3,32.46,31.21,6.53,21.2,65.46,22.53,36.8,100.54,125.98,181.69,38.87,16.18,23.66,0
854,10.58,10.73,25.22,32.62,30.62,6.18,21.97,64.52,22.48,36.99,101.21,125.69,181.57,38.94,15.96,22.96,0
855,9.92,9.97,25.02,30.94,30.05,5.99,19.97,65.82,22.1,36.19,99.83,125.09,179.51,37.75,15.13,21.72,1
856,10.05,9.98,24.97,31.13,29.84,6.0,19.92,66.43,22.09,35.72,99.94,125.21,179.8,38.06,15.18,21.91,1
857,9.99,9.96,24.92,31.16,30.05,6.05,19.95,66.05,21.85,35.93,99.83,125.48,179.58,37.83,15.13,22.17,1
858,9.22,8.67,24.09,29.2,28.46,4.62,18.01,64.43,20.14,34.48,98.83,124.12,178.03,36.66,14.57,20.54,0
859,8.95,8.99,24.52,29.92,28.64,4.58,18.12,65.22,21.12,35.05,98.28,123.75,179.09,36.74,13.01,21.44,0
860,10.02,9.92,25.01,30.95,29.89,5.98,19.81,66.27,21.79,36.16,99.66,124.74,179.25,38.18,14.83,22.1,1
861,10.05,10.08,25.01,31.03,30.16,5.99,20.16,66.27,22.08,36.02,100.11,124.62,179.58,37.92,15.19,21.85,1
862,10.06,10.03,25.11,31.02,29.88,5.95,20.04,65.72,21.84,36.2,99.84,125.33,180.07,37.77,14.82,21.8,1
863,9.0,9.75,25.7,31.27,30.37,5.2,19.4,65.97,21.47,36.79,100.28,124.3,181.01,38.89,14.67,22.11,0
864,9.92,9.93,24.96,31.07,30.07,6.06,20.01,66.42,22.07,35.82,100.49,125.49,180.05,37.86,15.19,21.71,1
865,9.21,9.48,24.75,31.92,30.16,5.63,19.62,67.38,22.37,35.77,101.49,124.14,179.26,38.01,14.6,20.89,1
866,10.07,10.1,24.95,31.05,30.04,5.93,19.9,66.37,21.9,36.19,99.8,125.26,179.51,38.23,14.93,22.27,1
867,10.89,10.0,25.85,30.31,30.3,5.95,21.05,66.93,23.27,37.05,98.8,125.91,179.95,38.52,15.55,21.45,0
868,10.0,10.09,24.83,30.99,29.81,6.08,20.14,66.19,22.01,35.98,99.69,124.75,179.86,37.72,14.74,21.71,1
869,9.68,10.14,25.51,32.1,31.05,6.38,20.35,66.22,21.21,36.11,99.76,126.04,178.9,37.44,14.74,21.98,1
870,9.9,10.09,24.91,31.18,29.88,6.06,19.86,66.46,22.29,35.84,100.13,124.52,179.82,38.2,15.14,21.93,1
871,9.96,10.0,25.17,30.95,29.91,5.96,20.04,66.58,21.83,36.1,100.14,124.5,180.03,37.93,14.78,22.25,1
872,10.09,10.09,25.2,31.06,30.18,6.02,20.12,66.19,22.14,36.15,99.84,125.38,180.22,37.8,15.18,21.78,1
873,10.68,8.7,24.53,32.22,29.74,5.57,20.03,66.7,20.91,36.49,100.82,126.25,179.15,38.16,16.11,21.2,1
874,9.93,9.95,24.9,31.1,29.95,5.98,20.15,66.42,21.86,35.91,100.15,125.44,179.68,37.88,14.72,21.8,1
875,9.98,10.08,25.1,30.91,30.11,6.0,19.85,66.01,21.74,35.86,99.77,125.48,179.58,38.29,14.76,21.76,1
876,10.01,9.94,25.02,30.94,30.05,6.09,19.95,65.72,21.88,36.12,99.87,124.9,179.5,37.76,14.97,21.92,1
877,9.94,9.98,25.16,30.85,30.19,6.08,19.87,66.35,21.78,35.99,99.73,125.43,179.59,37.93,14.83,22.04,1
878,8.93,10.74,25.15,30.5,29.93,5.37,20.62,66.46,21.41,36.06,100.17,123.51,179.9,38.59,15.84,21.26,0
879,9.92,9.96,25.09,31.12,30.03,6.09,19.89,65.91,22.28,36.08,99.53,125.39,179.99,37.9,14.99,22.04,1
880,9.93,10.01,25.07,31.03,29.84,5.91,20.19,66.34,22.19,36.22,100.01,124.92,180.1,37.91,14.98,22.05,1
881,10.24,8.76,24.43,31.75,30.92,5.8,18.94,66.92,22.05,35.15,100.75,124.84,180.8,38.35,15.32,22.72,1
882,10.0,10.05,24.92,31.06,29.92,5.93,19.98,66.3,22.09,36.21,100.22,124.51,180.64,37.8,15.08,22.13,1
883,10.06,9.95,25.05,31.16,29.89,6.02,20.13,65.78,21.86,36.15,99.67,125.18,180.28,38.3,14.98,22.09,1
884,10.05,10.02,25.08,30.87,30.1,6.07,20.13,65.88,21.7,36.3,100.04,125.0,179.44,37.92,14.74,21.71,1
885,9.52,8.87,23.69,30.6,28.02,5.81,18.69,64.5,20.73,34.4,98.93,123.16,178.9,36.45,13.26,21.47,0
886,8.58,10.85,25.2,30.36,29.13,4.93,19.12,65.89,21.6,35.55,100.8,124.32,180.3,36.8,15.75,21.04,0
887,10.08,9.92,24.98,30.87,30.15,6.09,20.2,66.55,21.91,36.19,99.9,125.22,180.24,38.15,15.28,22.24,1
888,8.45,8.75,23.55,29.87,28.55,5.07,18.74,65.37,21.5,34.68,99.12,124.23,178.86,36.89,13.0,20.22,0
889,9.51,10.26,24.38,32.21,30.94,5.36,21.02,67.25,22.37,37.02,99.39,125.7,180.37,38.09,14.92,22.19,0
890,10.0,10.06,25.1,30.91,30.11,6.08,19.85,65.94,21.96,35.8,99.62,125.41,179.9,37.96,14.82,21.77,1
891,9.24,8.83,23.7,29.8,28.58,4.9,19.0,64.04,20.98,34.52,99.21,124.1,178.61,36.06,13.84,21.45,0
892,10.0,10.09,25.19,31.05,30.03,6.01,19.84,66.28,22.2,36.08,100.47,125.18,180.73,38.19,15.24,22.0,1
893,8.72,8.39,24.46,30.16,28.32,4.69,18.29,65.08,20.85,35.22,98.28,123.41,178.96,37.59,14.05,20.08,0
894,9.76,8.26,24.29,29.28,29.42,4.84,18.73,65.45,20.01,35.49,98.81,124.12,178.25,37.54,14.3,21.43,0
895,8.87,9.09,23.94,29.04,28.49,5.11,19.14,65.39,20.36,35.23,98.48,123.63,178.25,37.3,13.24,20.41,0
896,10.05,9.95,25.07,30.94,29.94,6.04,19.84,66.18,22.27,35.9,100.31,124.8,179.8,38.17,15.23,22.15,1
897,9.98,10.03,24.88,31.09,29.92,5.95,19.92,66.34,22.29,36.14,99.65,124.53,179.28,37.78,15.2,21.73,1
898,10.07,10.03,24.89,30.95,30.11,6.04,19.88,66.47,22.24,36.19,99.86,125.04,179.22,38.08,15.19,21.71,1
899,9.94,10.02,25.16,31.1,30.05,6.08,19.89,65.73,21.85,35.88,99.58,124.95,179.35,37.81,15.1,21.85,1
900,9.98,9.98,25.11,31.18,29.96,5.94,20.02,65.93,21.9,36.14,99.64,125.0,180.22,37.81,14.86,21.76,1
901,10.08,10.08,24.88,30.99,30.14,6.0,19.81,66.26,21.82,35.87,100.03,124.75,179.94,37.8,14.93,22.26,1
902,10.08,10.02,25.0,30.91,29.86,6.01,20.19,66.15,21.91,35.72,99.55,125.34,180.43,37.74,15.26,21.95,1
903,9.92,10.01,25.04,30.95,29.89,5.92,19.86,66.46,22.13,35.76,100.25,124.89,180.18,38.08,14.81,22.11,1
904,10.91,8.87,25.67,31.98,29.65,5.35,19.65,65.08,22.84,35.77,99.31,123.64,181.69,36.89,15.6,22.13,1
905,10.03,9.99,24.95,30.81,30.14,6.04,20.02,66.47,21.71,36.06,99.52,124.92,179.97,37.92,15.27,21.82,1
906,9.91,9.98,24.94,30.93,30.04,6.06,20.16,65.68,21.75,36.28,100.1,125.3,179.21,38.15,15.19,21.74,1
907,10.05,9.95,24.93,30.99,29.83,6.04,19.83,65.85,21.77,36.22,99.74,125.16,179.49,37.72,14.93,22.26,1
908,10.01,10.06,24.9,30.99,30.16,5.96,20.05,65.98,21.95,36.15,99.59,125.16,179.48,38.05,15.02,21.71,1
909,9.92,9.91,25.15,31.1,30.15,6.07,19.97,65.83,22.18,35.97,99.53,125.03,180.28,37.72,14.71,22.04,1
910,10.02,9.94,24.98,31.06,29.87,6.02,20.14,66.35,22.09,36.17,100.19,124.67,179.57,38.02,14.83,21.75,1
911,8.99,10.66,25.97,29.86,29.02,6.22,20.03,67.46,21.25,36.29,100.07,125.87,180.07,37.52,15.31,23.1,1
912,9.52,8.43,23.6,29.41,28.86,4.45,18.09,65.22,20.45,34.74,99.24,123.47,178.76,37.28,14.21,21.55,0
913,10.09,10.02,25.0,30.81,29.98,6.07,20.04,66.32,22.27,35.95,100.24,125.38,179.43,38.11,15.13,21.89,1
914,10.03,10.01,25.12,31.16,30.02,6.05,20.16,66.01,21.75,35.85,100.08,125.34,179.61,38.04,14.8,22.02,1
915,10.08,10.06,25.07,30.85,30.2,5.99,20.09,66.08,21.74,36.15,99.97,125.34,180.79,37.96,15.22,21.88,1
916,10.05,10.0,25.07,30.94,30.2,6.08,19.91,66.22,22.26,36.09,100.43,124.96,180.77,37.79,14.94,22.03,1
917,10.01,9.94,25.08,31.11,29.93,6.01,19.96,66.22,22.24,35.99,99.95,125.04,179.38,38.2,15.04,21.89,1
918,9.93,10.01,24.87,31.04,30.1,5.92,20.18,66.42,21.85,35.95,99.78,124.67,180.3,37.9,14.72,22.04,1
919,10.0,10.04,25.06,31.13,29.98,6.07,20.13,66.22,22.25,36.11,100.35,125.24,179.89,37.76,14.91,21.86,1
920,8.86,10.16,24.25,30.73,29.21,5.54,21.13,67.3,22.52,35.44,100.68,125.71,180.91,38.63,15.18,23.04,1
921,10.68,8.75,24.37,30.82,30.07,6.13,19.07,64.87,21.08,36.94,98.99,124.93,180.62,38.43,13.75,22.95,0
922,9.95,9.99,25.0,30.91,30.18,6.0,20.06,65.79,21.71,35.72,100.37,125.32,180.12,37.8,15.12,21.77,1
923,10.05,10.03,24.92,30.86,30.19,5.99,19.81,66.27,22.04,36.18,99.75,124.67,180.09,38.17,15.27,21.79,1
924,10.76,10.11,25.66,32.92,31.28,6.46,21.25,64.58,23.05,36.44,101.91,126.13,181.92,38.68,16.27,23.39,0
925,10.08,9.98,25.15,30.95,30.13,5.93,20.01,66.19,22.22,36.07,100.45,125.46,179.77,37.86,15.09,22.29,1
926,11.29,10.99,26.91,32.73,30.99,7.13,22.5,64.9,22.58,36.66,101.42,126.18,181.77,40.83,15.71,23.22,0
927,10.48,10.26,25.39,32.35,30.94,7.42,21.74,65.19,23.62,37.22,101.3,125.65,181.71,38.44,16.51,23.33,0
928,9.98,10.08,25.03,30.92,29.97,5.92,20.07,66.29,22.1,36.0,100.14,124.96,180.56,38.08,15.27,21.83,1
929,9.95,10.07,25.1,31.03,29.97,5.92,20.19,66.53,22.14,36.0,100.05,125.13,180.62,38.08,14.86,22.05,1
930,9.9,9.9,24.97,31.07,29.85,5.98,19.84,65.88,22.26,35.85,99.96,125.38,179.38,38.1,15.28,22.24,1
931,10.1,9.91,25.07,31.15,29.94,6.09,19.93,66.02,21.9,35.73,99.57,125.04,180.49,37.91,15.12,22.01,1
932,10.0,9.94,25.14,31.16,29.86,6.05,20.09,65.92,21.86,36.06,100.15,124.95,179.43,38.23,14.98,21.84,1
933,10.09,9.99,24.84,31.03,30.07,5.96,20.13,66.42,22.22,35.85,99.59,125.45,180.76,38.0,15.18,21.83,1
934,8.77,10.25,25.44,31.41,29.39,6.6,20.15,67.27,20.89,37.06,100.07,125.65,180.16,37.51,14.89,21.46,0
935,9.9,10.1,24.99,30.94,29.86,5.97,19.98,66.51,22.11,35.84,100.22,124.83,180.62,37.92,15.23,22.04,1
936,10.08,10.03,24.9,30.84,30.12,5.97,20.1,66.0,22.0,36.0,99.92,125.14,180.04,38.27,15.05,21.95,1
937,10.24,10.59,26.5,32.36,30.53,7.48,21.54,65.53,22.99,36.82,100.52,125.61,180.88,39.0,15.7,22.62,0
938,9.93,9.99,24.87,30.93,29.95,6.05,20.16,66.48,21.86,36.16,99.9,125.33,179.8,37.93,14.76,21.85,1
939,8.89,8.24,24.35,29.45,28.16,5.06,18.79,64.69,21.5,35.53,98.27,124.44,179.18,37.57,14.12,21.42,0
940,9.95,9.96,25.06,31.08,30.08,5.94,19.83,66.48,22.27,36.07,100.43,124.6,180.39,38.04,14.97,22.29,1
941,10.09,10.08,24.88,30.95,30.05,5.97,19.82,65.68,22.04,36.26,99.81,125.32,180.33,38.29,14.77,21.78,1
942,9.94,9.95,24.88,31.13,30.05,5.99,20.01,65.66,21.73,36.08,100.37,125.22,179.45,38.26,15.27,22.11,1
943,8.35,8.18,24.5,30.58,28.25,4.17,19.53,65.14,20.32,34.04,98.89,123.58,179.16,36.94,13.38,21.46,0
944,9.93,10.04,24.93,31.15,29.89,6.05,20.11,66.45,22.09,35.81,99.88,124.99,180.03,38.05,15.01,22.06,1
945,8.75,10.15,24.29,31.97,29.36,5.85,20.5,66.46,22.28,36.01,98.58,123.9,180.68,37.73,16.05,22.02,0
946,10.04,10.07,24.99,30.83,30.13,6.06,19.93,65.94,21.74,36.08,99.83,124.92,179.57,38.01,15.0,22.29,1
947,10.12,10.62,25.92,31.44,31.17,6.65,21.19,64.25,23.54,36.51,100.54,125.6,181.26,40.22,16.37,23.26,0
948,10.61,9.54,24.92,30.03,29.43,6.66,18.89,66.51,22.14,37.14,100.5,123.52,178.83,38.44,14.59,21.78,1
949,10.01,9.48,24.57,30.64,31.07,6.1,21.03,66.59,23.25,35.37,100.38,124.48,180.85,37.02,14.62,21.58,0
950,10.02,10.06,24.8,30.88,29.84,6.03,20.11,66.04,21.71,36.06,99.6,125.44,179.5,38.18,14.76,22.07,1
951,8.29,8.53,23.19,30.45,29.62,4.7,19.37,65.32,21.05,34.42,99.14,124.39,178.08,36.11,14.51,20.18,0
952,10.08,10.01,25.02,30.9,30.09,6.03,20.05,65.97,21.77,36.23,100.01,125.18,179.76,38.17,15.2,22.06,1
953,10.09,9.93,24.94,30.92,30.16,6.1,20.15,66.55,21.75,35.86,99.82,124.83,179.26,38.02,15.08,22.14,1
954,9.99,10.04,24.94,30.98,30.15,5.93,19.85,66.18,22.27,35.76,99.73,125.21,180.71,38.08,14.81,21.96,1
955,10.01,10.08,25.08,30.93,30.06,6.05,19.95,66.09,22.12,36.01,99.55,124.93,180.46,37.71,14.87,22.04,1
956,10.02,10.06,25.03,31.01,29.95,6.03,19.81,66.15,22.05,35.76,99.77,125.18,180.01,38.27,14.83,21.82,1
957,10.27,9.81,24.12,30.82,28.8,6.67,19.92,64.8,22.36,34.92,100.65,125.65,179.46,38.88,15.7,21.61,0
958,10.06,10.03,25.12,31.05,29.81,6.01,19.87,65.94,21.95,36.1,100.22,124.88,180.02,38.24,14.85,21.79,1
959,10.08,9.93,25.14,31.05,30.2,6.09,20.18,65.65,22.06,35.85,99.91,125.12,179.86,37.75,15.1,21.8,1
960,9.98,10.04,25.12,31.05,29.85,6.1,19.96,65.97,22.05,36.25,100.38,124.62,180.39,38.16,15.15,21.91,1
961,8.86,10.79,24.11,30.98,29.26,5.11,20.54,65.81,22.64,36.54,100.48,123.72,179.27,37.13,14.17,21.47,1
962,8.94,9.36,25.34,30.67,29.6,5.36,20.11,66.79,21.61,35.04,101.04,125.23,179.62,37.6,13.74,22.17,0
963,10.38,10.58,26.33,32.3,30.89,7.22,22.43,65.49,22.84,37.04,101.85,125.72,181.98,40.4,16.81,23.69,0
964,9.08,9.35,24.74,30.14,28.23,4.93,18.03,65.4,21.35,35.45,98.98,123.53,178.78,37.02,14.18,20.83,0
965,9.77,9.41,24.47,29.6,29.16,5.16,18.15,64.11,20.96,34.7,99.35,124.3,179.07,36.38,13.42,20.45,0
966,10.09,10.08,24.87,31.13,29.93,6.02,20.04,65.96,21.7,35.97,100.15,124.71,179.32,38.05,14.91,22.12,1
967,10.01,10.06,24.96,31.18,29.84,5.98,20.14,66.12,22.18,36.26,100.48,124.6,179.64,37.81,14.72,21.87,1
968,9.92,10.05,25.17,31.07,29.86,6.02,19.99,65.67,22.29,35.92,100.07,125.22,179.47,37.82,14.86,22.28,1
969,9.92,9.95,25.17,30.97,29.94,6.09,20.19,66.1,22.08,35.72,99.58,125.21,179.87,38.1,14.91,21.96,1
970,9.91,9.99,24.97,31.12,30.18,5.91,19.83,66.4,21.87,36.24,99.51,125.32,180.28,37.94,14.73,22.22,1
971,10.09,10.03,25.13,31.0,30.06,5.92,19.92,66.43,22.18,36.28,100.04,125.08,179.38,37.74,14.91,22.23,1
972,9.99,10.0,24.98,30.84,30.04,6.09,19.98,66.04,22.02,36.03,100.39,125.15,179.85,38.19,14.81,22.21,1
973,11.02,11.25,25.45,32.83,31.09,6.66,22.46,65.46,22.37,36.59,101.5,126.07,180.8,40.01,16.13,22.61,0
974,10.07,9.97,24.93,31.07,29.89,6.01,20.04,65.96,22.12,36.01,100.12,124.57,179.99,37.82,14.95,21.71,1
975,10.27,10.42,25.3,32.29,31.49,7.05,20.31,65.13,22.62,37.55,101.22,125.64,181.6,39.32,15.77,23.71,0
976,10.94,9.51,25.46,32.11,28.82,6.63,19.22,65.62,21.76,34.76,101.24,125.03,179.57,36.86,16.1,21.65,0
977,10.06,10.03,24.81,30.85,29.96,6.07,19.82,65.71,22.29,36.0,99.58,125.45,179.32,38.11,14.92,21.99,1
978,8.38,8.33,23.42,29.03,29.43,4.94,18.24,65.48,20.74,34.0,99.24,123.38,179.07,37.6,13.73,21.21,0
979,8.28,9.24,24.3,30.36,29.29,5.84,18.73,65.45,20.11,35.04,98.7,124.46,178.35,36.46,13.84,20.8,0
980,9.45,8.34,24.56,30.48,29.1,4.41,18.44,64.52,20.68,35.09,99.35,124.31,178.79,36.97,13.95,20.15,0
981,10.95,10.85,24.16,32.1,30.04,7.07,21.15,66.28,22.8,35.51,100.89,124.42,179.09,37.01,16.02,23.01,1
982,9.4,9.06,24.05,30.72,28.24,5.35,18.73,64.53,20.53,34.86,98.5,123.61,178.3,37.61,13.38,21.46,0
983,9.95,10.02,25.09,31.08,30.2,6.09,20.19,66.56,21.77,36.28,100.14,124.79,179.35,38.19,15.1,22.1,1
984,9.98,10.06,24.95,31.15,29.89,6.04,20.05,66.05,21.79,36.25,99.86,125.24,179.45,38.1,14.76,21.71,1
985,10.05,9.95,25.0,31.05,30.16,5.98,20.18,65.97,21.8,35.86,99.9,124.83,179.41,37.71,14.81,22.02,1
986,10.04,10.03,24.99,31.14,30.05,6.04,20.19,65.64,22.3,35.75,100.28,124.78,180.17,37.78,15.16,22.24,1
987,10.18,9.84,25.19,31.66,29.8,5.78,20.9,67.42,21.3,36.83,99.79,126.07,181.41,37.73,13.7,22.82,1
988,8.8,10.41,25.88,31.66,30.69,6.64,20.13,65.85,21.67,36.41,99.87,125.72,178.37,39.1,15.75,21.23,0
989,9.99,9.92,25.12,30.89,29.96,6.02,19.82,66.41,21.97,35.77,100.42,124.5,180.23,37.73,15.13,21.85,1
990,9.32,10.04,25.74,31.69,30.79,6.35,20.53,67.17,22.35,35.08,99.31,124.18,181.35,37.08,14.08,22.69,1
991,9.97,9.97,24.8,30.86,30.02,5.94,19.83,66.22,22.29,36.25,100.26,125.43,180.66,38.07,14.86,22.04,1
992,10.08,10.05,24.89,30.83,29.92,6.07,20.0,65.91,21.72,35.9,99.53,125.09,179.72,38.19,14.92,21.94,1
993,9.92,10.08,24.81,30.87,30.09,5.95,20.19,65.98,21.99,35.86,100.29,125.0,179.24,38.17,14.9,21.96,1
994,9.94,10.01,25.0,31.06,29.81,5.95,20.1,66.32,21.86,35.7,99.78,124.76,179.57,37.88,15.05,22.08,1
995,9.82,10.89,25.99,32.29,29.12,5.9,19.23,66.43,21.33,36.91,100.71,125.35,180.0,37.79,16.15,22.5,0
996,9.98,10.08,24.91,30.81,29.97,5.91,20.03,65.8,21.76,36.04,100.03,125.43,180.1,37.95,15.21,21.73,1
997,9.52,9.62,23.54,30.46,29.41,5.67,18.77,64.38,20.79,35.0,98.37,123.62,178.35,36.77,13.71,20.55,0
998,10.04,9.91,25.04,30.93,29.88,6.06,19.96,66.12,22.14,36.21,99.58,124.75,180.22,37.9,14.72,21.85,1
